Time,Open,High,Low,Close,Volume
2024-06-02 21:00:00+00:00,2325.76,2326.95,2325.76,2326.95,2
2024-06-02 22:00:00+00:00,2328.77,2329.12,2322.7,2326.56,132
2024-06-02 23:00:00+00:00,2325.3,2326.58,2323.9,2325.55,135
2024-06-03 00:00:00+00:00,2326.04,2327.27,2323.5,2327.18,163
2024-06-03 01:00:00+00:00,2327.69,2330.94,2326.0,2330.69,162
2024-06-03 02:00:00+00:00,2330.78,2330.86,2325.53,2326.45,156
2024-06-03 03:00:00+00:00,2325.89,2327.9,2321.06,2321.27,160
2024-06-03 04:00:00+00:00,2320.1,2322.39,2319.94,2321.0,159
2024-06-03 05:00:00+00:00,2321.21,2323.39,2316.06,2320.02,157
2024-06-03 06:00:00+00:00,2319.92,2322.68,2314.85,2322.09,158
2024-06-03 07:00:00+00:00,2322.51,2328.3,2321.61,2325.94,152
2024-06-03 08:00:00+00:00,2325.34,2328.31,2324.6,2325.21,157
2024-06-03 09:00:00+00:00,2325.56,2328.46,2324.44,2327.69,156
2024-06-03 10:00:00+00:00,2328.46,2331.61,2326.22,2330.83,155
2024-06-03 11:00:00+00:00,2331.12,2332.11,2329.0,2329.96,156
2024-06-03 12:00:00+00:00,2328.66,2334.12,2325.78,2333.99,156
2024-06-03 13:00:00+00:00,2334.56,2336.42,2330.05,2332.85,157
2024-06-03 14:00:00+00:00,2341.15,2345.03,2332.85,2341.63,149
2024-06-03 15:00:00+00:00,2340.79,2344.04,2335.78,2342.7,154
2024-06-03 16:00:00+00:00,2342.89,2349.67,2341.37,2349.67,153
2024-06-03 17:00:00+00:00,2347.68,2354.29,2346.16,2347.92,156
2024-06-03 18:00:00+00:00,2348.26,2349.17,2346.42,2347.73,154
2024-06-03 19:00:00+00:00,2348.16,2348.69,2344.68,2347.4,155
2024-06-03 20:00:00+00:00,2347.59,2350.84,2347.05,2350.5,154
2024-06-03 21:00:00+00:00,2350.5,2350.5,2350.46,2350.46,2
2024-06-03 22:00:00+00:00,2351.89,2351.89,2349.2,2350.69,156
2024-06-03 23:00:00+00:00,2350.58,2350.98,2349.2,2350.39,162
2024-06-04 00:00:00+00:00,2350.55,2352.32,2349.2,2350.51,158
2024-06-04 01:00:00+00:00,2350.59,2352.13,2342.5,2347.17,155
2024-06-04 02:00:00+00:00,2346.65,2349.28,2345.6,2347.04,155
2024-06-04 03:00:00+00:00,2347.13,2347.13,2343.8,2345.39,158
2024-06-04 04:00:00+00:00,2345.41,2349.67,2345.13,2349.18,161
2024-06-04 05:00:00+00:00,2349.18,2349.39,2346.6,2347.51,161
2024-06-04 06:00:00+00:00,2347.33,2351.25,2344.42,2344.45,152
2024-06-04 07:00:00+00:00,2344.06,2345.06,2339.21,2339.57,153
2024-06-04 08:00:00+00:00,2339.24,2339.57,2332.35,2333.24,156
2024-06-04 09:00:00+00:00,2333.04,2333.96,2327.16,2329.84,155
2024-06-04 10:00:00+00:00,2331.02,2334.27,2328.91,2328.98,154
2024-06-04 11:00:00+00:00,2329.66,2329.66,2325.41,2327.85,155
2024-06-04 12:00:00+00:00,2327.71,2335.75,2327.25,2335.34,154
2024-06-04 13:00:00+00:00,2335.56,2337.77,2322.35,2323.59,153
2024-06-04 14:00:00+00:00,2326.24,2331.84,2316.02,2317.49,153
2024-06-04 15:00:00+00:00,2317.51,2328.62,2317.49,2326.09,154
2024-06-04 16:00:00+00:00,2326.65,2329.13,2322.4,2323.96,157
2024-06-04 17:00:00+00:00,2323.94,2329.96,2323.79,2328.53,155
2024-06-04 18:00:00+00:00,2328.75,2329.54,2326.09,2327.8,154
2024-06-04 19:00:00+00:00,2328.14,2328.14,2325.7,2327.04,156
2024-06-04 20:00:00+00:00,2327.35,2327.39,2325.5,2326.83,155
2024-06-04 21:00:00+00:00,2326.83,2326.89,2326.83,2326.89,2
2024-06-04 22:00:00+00:00,2326.6,2328.08,2326.6,2327.62,140
2024-06-04 23:00:00+00:00,2327.53,2328.71,2326.7,2328.66,158
2024-06-05 00:00:00+00:00,2328.86,2329.34,2327.2,2328.2,156
2024-06-05 01:00:00+00:00,2327.97,2330.67,2325.84,2330.11,154
2024-06-05 02:00:00+00:00,2330.05,2333.26,2329.96,2333.18,157
2024-06-05 03:00:00+00:00,2333.37,2337.65,2332.5,2337.14,156
2024-06-05 04:00:00+00:00,2336.9,2337.97,2335.5,2337.94,158
2024-06-05 05:00:00+00:00,2337.34,2341.53,2337.34,2337.42,157
2024-06-05 06:00:00+00:00,2338.09,2338.19,2327.3,2332.69,155
2024-06-05 07:00:00+00:00,2332.3,2333.55,2329.13,2331.52,155
2024-06-05 08:00:00+00:00,2331.52,2334.92,2330.9,2332.69,153
2024-06-05 09:00:00+00:00,2332.69,2333.23,2331.11,2332.13,157
2024-06-05 10:00:00+00:00,2332.22,2335.28,2329.89,2333.56,158
2024-06-05 11:00:00+00:00,2333.84,2334.9,2330.1,2332.25,159
2024-06-05 12:00:00+00:00,2332.68,2343.86,2332.59,2341.69,151
2024-06-05 13:00:00+00:00,2342.11,2345.44,2337.31,2343.75,155
2024-06-05 14:00:00+00:00,2340.33,2349.79,2334.36,2349.52,152
2024-06-05 15:00:00+00:00,2349.16,2357.12,2348.69,2353.4,151
2024-06-05 16:00:00+00:00,2353.06,2354.89,2351.33,2352.43,154
2024-06-05 17:00:00+00:00,2352.7,2355.62,2351.67,2355.14,154
2024-06-05 18:00:00+00:00,2355.14,2356.36,2353.43,2355.62,156
2024-06-05 19:00:00+00:00,2355.39,2355.95,2352.2,2354.02,154
2024-06-05 20:00:00+00:00,2353.91,2355.1,2352.3,2354.94,154
2024-06-05 21:00:00+00:00,2354.94,2354.94,2354.94,2354.94,1
2024-06-05 22:00:00+00:00,2355.03,2356.76,2354.2,2356.76,155
2024-06-05 23:00:00+00:00,2356.33,2357.23,2354.3,2354.98,155
2024-06-06 00:00:00+00:00,2355.26,2355.93,2354.44,2355.54,154
