Time,Open,High,Low,Close,Volume
2024-06-04 08:00:00+00:00,2339.24,2339.57,2334.95,2335.14,78
2024-06-04 08:30:00+00:00,2334.78,2335.73,2332.35,2333.24,78
2024-06-04 09:00:00+00:00,2333.04,2333.96,2327.16,2329.18,77
2024-06-04 09:30:00+00:00,2329.58,2332.36,2329.4,2329.84,78
2024-06-04 10:00:00+00:00,2331.02,2334.27,2330.3,2333.99,77
2024-06-04 10:30:00+00:00,2333.45,2333.87,2328.91,2328.98,77
2024-06-04 11:00:00+00:00,2329.66,2329.66,2325.41,2325.41,78
2024-06-04 11:30:00+00:00,2325.95,2327.96,2325.77,2327.85,77
2024-06-04 12:00:00+00:00,2327.71,2332.87,2327.25,2332.87,77
2024-06-04 12:30:00+00:00,2332.99,2335.75,2331.68,2335.34,77
2024-06-04 13:00:00+00:00,2335.56,2337.77,2331.83,2337.75,76
2024-06-04 13:30:00+00:00,2336.66,2337.09,2322.35,2323.59,77
2024-06-04 14:00:00+00:00,2326.24,2331.84,2316.02,2319.82,76
2024-06-04 14:30:00+00:00,2320.62,2322.68,2316.52,2317.49,77
2024-06-04 15:00:00+00:00,2317.51,2328.08,2317.49,2326.21,77
2024-06-04 15:30:00+00:00,2326.4,2328.62,2325.13,2326.09,77
2024-06-04 16:00:00+00:00,2326.65,2329.13,2322.94,2323.43,77
2024-06-04 16:30:00+00:00,2323.77,2326.24,2322.4,2323.96,80
2024-06-04 17:00:00+00:00,2323.94,2327.75,2323.79,2326.25,77
2024-06-04 17:30:00+00:00,2328.24,2329.96,2326.61,2328.53,78
2024-06-04 18:00:00+00:00,2328.75,2329.54,2327.09,2327.59,77
2024-06-04 18:30:00+00:00,2327.52,2328.11,2326.09,2327.8,77
2024-06-04 19:00:00+00:00,2328.14,2328.14,2325.7,2327.18,77
2024-06-04 19:30:00+00:00,2327.57,2327.69,2325.8,2327.04,79
2024-06-04 20:00:00+00:00,2327.35,2327.39,2325.5,2326.46,77
2024-06-04 20:30:00+00:00,2326.56,2327.33,2325.98,2326.83,78
2024-06-04 21:00:00+00:00,2326.83,2326.89,2326.83,2326.89,2
2024-06-04 22:00:00+00:00,2326.6,2328.08,2326.6,2327.65,72
2024-06-04 22:30:00+00:00,2327.63,2327.79,2327.38,2327.62,68
2024-06-04 23:00:00+00:00,2327.53,2328.26,2327.1,2327.83,76
2024-06-04 23:30:00+00:00,2328.06,2328.71,2326.7,2328.66,82
2024-06-05 00:00:00+00:00,2328.86,2329.17,2327.65,2328.73,77
2024-06-05 00:30:00+00:00,2328.69,2329.34,2327.2,2328.2,79
2024-06-05 01:00:00+00:00,2327.97,2328.39,2325.84,2327.5,77
2024-06-05 01:30:00+00:00,2327.74,2330.67,2327.27,2330.11,77
2024-06-05 02:00:00+00:00,2330.05,2332.86,2329.96,2332.65,79
2024-06-05 02:30:00+00:00,2332.76,2333.26,2330.86,2333.18,78
2024-06-05 03:00:00+00:00,2333.37,2335.86,2332.5,2334.43,80
2024-06-05 03:30:00+00:00,2334.74,2337.65,2334.74,2337.14,76
2024-06-05 04:00:00+00:00,2336.9,2337.67,2335.8,2336.17,79
2024-06-05 04:30:00+00:00,2336.07,2337.97,2335.5,2337.94,79
2024-06-05 05:00:00+00:00,2337.34,2341.53,2337.34,2340.02,78
2024-06-05 05:30:00+00:00,2340.31,2340.4,2337.4,2337.42,79
2024-06-05 06:00:00+00:00,2338.09,2338.19,2327.3,2331.4,78
2024-06-05 06:30:00+00:00,2330.77,2333.73,2330.65,2332.69,77
2024-06-05 07:00:00+00:00,2332.3,2333.55,2329.13,2329.13,77
2024-06-05 07:30:00+00:00,2329.27,2332.39,2329.17,2331.52,78
2024-06-05 08:00:00+00:00,2331.52,2334.49,2330.9,2332.76,77
2024-06-05 08:30:00+00:00,2332.97,2334.92,2331.97,2332.69,76
2024-06-05 09:00:00+00:00,2332.69,2333.23,2331.11,2332.1,78
2024-06-05 09:30:00+00:00,2332.6,2333.18,2331.17,2332.13,79
2024-06-05 10:00:00+00:00,2332.22,2332.82,2329.89,2331.42,78
2024-06-05 10:30:00+00:00,2331.68,2335.28,2331.49,2333.56,80
2024-06-05 11:00:00+00:00,2333.84,2334.9,2332.7,2334.35,79
2024-06-05 11:30:00+00:00,2333.9,2334.67,2330.1,2332.25,80
2024-06-05 12:00:00+00:00,2332.68,2336.77,2332.59,2334.67,77
2024-06-05 12:30:00+00:00,2335.9,2343.86,2334.25,2341.69,74
2024-06-05 13:00:00+00:00,2342.11,2344.79,2339.74,2342.24,78
2024-06-05 13:30:00+00:00,2342.58,2345.44,2337.31,2343.75,77
2024-06-05 14:00:00+00:00,2340.33,2345.96,2334.36,2345.53,76
2024-06-05 14:30:00+00:00,2346.49,2349.79,2344.39,2349.52,76
2024-06-05 15:00:00+00:00,2349.16,2353.43,2348.69,2351.36,76
2024-06-05 15:30:00+00:00,2351.87,2357.12,2350.71,2353.4,75
2024-06-05 16:00:00+00:00,2353.06,2354.89,2351.96,2352.18,78
2024-06-05 16:30:00+00:00,2351.75,2353.76,2351.33,2352.43,76
2024-06-05 17:00:00+00:00,2352.7,2355.62,2351.67,2355.62,78
2024-06-05 17:30:00+00:00,2355.39,2355.62,2352.19,2355.14,76
2024-06-05 18:00:00+00:00,2355.14,2355.69,2353.43,2355.27,76
2024-06-05 18:30:00+00:00,2355.55,2356.36,2354.38,2355.62,80
2024-06-05 19:00:00+00:00,2355.39,2355.95,2354.55,2354.59,76
2024-06-05 19:30:00+00:00,2354.81,2354.81,2352.2,2354.02,78
2024-06-05 20:00:00+00:00,2353.91,2353.97,2352.3,2353.18,78
2024-06-05 20:30:00+00:00,2353.29,2355.1,2352.79,2354.94,76
2024-06-05 21:00:00+00:00,2354.94,2354.94,2354.94,2354.94,1
2024-06-05 22:00:00+00:00,2355.03,2355.87,2354.2,2355.53,76
2024-06-05 22:30:00+00:00,2355.53,2356.76,2354.3,2356.76,79
2024-06-05 23:00:00+00:00,2356.33,2357.23,2355.4,2355.76,80
2024-06-05 23:30:00+00:00,2355.74,2355.84,2354.3,2354.98,75
2024-06-06 00:00:00+00:00,2355.26,2355.69,2354.6,2354.75,77
2024-06-06 00:30:00+00:00,2354.94,2355.93,2354.44,2355.54,77
2024-06-06 01:00:00+00:00,2355.73,2367.74,2355.56,2367.42,78
2024-06-06 01:30:00+00:00,2367.81,2372.18,2366.41,2367.2,78
2024-06-06 02:00:00+00:00,2367.25,2368.9,2365.28,2367.69,81
2024-06-06 02:30:00+00:00,2365.9,2374.38,2365.9,2374.38,81
2024-06-06 03:00:00+00:00,2374.43,2374.43,2368.5,2369.42,80
2024-06-06 03:30:00+00:00,2369.84,2370.05,2367.55,2368.3,78
2024-06-06 04:00:00+00:00,2368.07,2368.87,2366.81,2368.81,79
2024-06-06 04:30:00+00:00,2368.7,2370.29,2367.2,2368.51,79
2024-06-06 05:00:00+00:00,2369.31,2371.12,2367.3,2368.55,81
2024-06-06 05:30:00+00:00,2368.51,2369.34,2366.33,2366.96,78
2024-06-06 06:00:00+00:00,2367.61,2367.72,2364.37,2364.71,79
2024-06-06 06:30:00+00:00,2364.37,2367.46,2363.07,2367.24,79
2024-06-06 07:00:00+00:00,2366.89,2367.94,2365.67,2365.67,76
2024-06-06 07:30:00+00:00,2365.58,2366.57,2362.2,2362.75,79
2024-06-06 08:00:00+00:00,2362.83,2362.9,2360.6,2362.49,79
2024-06-06 08:30:00+00:00,2361.97,2362.97,2360.12,2362.91,77
2024-06-06 09:00:00+00:00,2362.73,2363.67,2360.65,2360.84,78
2024-06-06 09:30:00+00:00,2360.94,2362.02,2358.82,2361.6,80
2024-06-06 10:00:00+00:00,2361.42,2361.74,2359.7,2361.12,78
2024-06-06 10:30:00+00:00,2361.28,2361.53,2359.44,2361.06,78
2024-06-06 11:00:00+00:00,2360.97,2361.63,2359.0,2360.52,80
2024-06-06 11:30:00+00:00,2360.18,2361.7,2358.3,2359.77,80
2024-06-06 12:00:00+00:00,2359.72,2361.14,2357.25,2361.14,77
2024-06-06 12:30:00+00:00,2363.11,2363.11,2355.6,2357.36,76
2024-06-06 13:00:00+00:00,2358.08,2360.84,2353.92,2359.82,77
2024-06-06 13:30:00+00:00,2360.69,2366.38,2359.93,2361.44,77
2024-06-06 14:00:00+00:00,2360.98,2365.65,2359.05,2363.72,78
2024-06-06 14:30:00+00:00,2362.89,2365.94,2362.33,2364.2,75
2024-06-06 15:00:00+00:00,2363.83,2374.57,2363.83,2374.01,77
2024-06-06 15:30:00+00:00,2374.97,2378.17,2373.61,2374.53,78
2024-06-06 16:00:00+00:00,2375.07,2376.52,2370.34,2374.16,76
2024-06-06 16:30:00+00:00,2374.79,2375.32,2371.59,2372.5,79
2024-06-06 17:00:00+00:00,2372.51,2373.02,2370.79,2371.41,75
2024-06-06 17:30:00+00:00,2371.42,2373.59,2371.42,2372.82,76
2024-06-06 18:00:00+00:00,2372.42,2372.7,2368.93,2371.49,78
2024-06-06 18:30:00+00:00,2371.34,2373.49,2370.85,2372.14,80
2024-06-06 19:00:00+00:00,2371.83,2375.29,2371.21,2373.98,79
2024-06-06 19:30:00+00:00,2373.92,2373.98,2371.71,2372.69,78
2024-06-06 20:00:00+00:00,2372.46,2373.59,2371.6,2373.19,81
2024-06-06 20:30:00+00:00,2373.19,2375.98,2372.84,2375.49,77
2024-06-06 21:00:00+00:00,2375.49,2375.49,2375.49,2375.49,1
2024-06-06 22:00:00+00:00,2376.71,2376.71,2374.9,2375.92,80
2024-06-06 22:30:00+00:00,2375.99,2376.94,2375.0,2376.86,75
2024-06-06 23:00:00+00:00,2376.8,2377.86,2375.4,2376.92,79
2024-06-06 23:30:00+00:00,2376.86,2377.54,2375.3,2376.68,81
2024-06-07 00:00:00+00:00,2376.64,2378.04,2375.96,2376.4,79
2024-06-07 00:30:00+00:00,2376.59,2379.09,2375.8,2378.37,82
2024-06-07 01:00:00+00:00,2378.44,2379.83,2372.05,2372.21,76
2024-06-07 01:30:00+00:00,2372.36,2373.22,2369.1,2370.53,80
2024-06-07 02:00:00+00:00,2370.9,2372.04,2369.42,2371.14,79
2024-06-07 02:30:00+00:00,2370.69,2377.77,2370.34,2376.8,78
2024-06-07 03:00:00+00:00,2376.89,2378.5,2375.0,2377.69,81
2024-06-07 03:30:00+00:00,2377.98,2381.68,2377.31,2380.0,78
2024-06-07 04:00:00+00:00,2379.96,2384.22,2379.26,2384.22,81
2024-06-07 04:30:00+00:00,2384.21,2386.95,2384.21,2386.68,75
2024-06-07 05:00:00+00:00,2385.4,2387.49,2380.41,2383.1,79
2024-06-07 05:30:00+00:00,2382.85,2383.17,2375.17,2375.65,79
2024-06-07 06:00:00+00:00,2375.38,2377.46,2372.2,2374.13,79
2024-06-07 06:30:00+00:00,2374.4,2376.45,2372.71,2375.74,77
2024-06-07 07:00:00+00:00,2375.42,2379.04,2374.67,2375.07,77
2024-06-07 07:30:00+00:00,2375.13,2375.13,2372.73,2373.61,77
2024-06-07 08:00:00+00:00,2373.14,2373.59,2351.61,2353.11,74
2024-06-07 08:30:00+00:00,2355.04,2355.04,2343.76,2347.42,78
2024-06-07 09:00:00+00:00,2347.14,2347.64,2337.56,2338.14,77
2024-06-07 09:30:00+00:00,2337.56,2341.36,2337.56,2339.03,79
2024-06-07 10:00:00+00:00,2338.47,2338.56,2334.08,2336.27,78
2024-06-07 10:30:00+00:00,2336.08,2336.87,2332.26,2333.8,79
2024-06-07 11:00:00+00:00,2332.5,2334.91,2330.88,2334.35,77
2024-06-07 11:30:00+00:00,2334.21,2339.22,2332.86,2336.23,76
2024-06-07 12:00:00+00:00,2335.52,2338.42,2330.91,2333.06,80
2024-06-07 12:30:00+00:00,2318.54,2333.06,2314.2,2319.44,76
2024-06-07 13:00:00+00:00,2318.68,2327.63,2318.19,2325.4,77
2024-06-07 13:30:00+00:00,2324.89,2325.88,2305.73,2309.8,77
2024-06-07 14:00:00+00:00,2309.53,2320.1,2308.41,2318.42,73
2024-06-07 14:30:00+00:00,2318.98,2320.86,2310.04,2313.19,75
2024-06-07 15:00:00+00:00,2312.53,2315.27,2308.58,2308.58,78
2024-06-07 15:30:00+00:00,2307.9,2309.85,2304.86,2304.86,79
2024-06-07 16:00:00+00:00,2305.0,2311.51,2303.77,2311.05,79
2024-06-07 16:30:00+00:00,2310.8,2314.27,2307.67,2309.72,80
2024-06-07 17:00:00+00:00,2312.06,2312.06,2304.81,2307.5,77
2024-06-07 17:30:00+00:00,2305.84,2307.92,2304.17,2305.28,79
2024-06-07 18:00:00+00:00,2304.84,2307.0,2303.3,2304.88,79
2024-06-07 18:30:00+00:00,2304.72,2304.72,2300.04,2301.23,75
2024-06-07 19:00:00+00:00,2300.44,2301.4,2293.79,2295.13,78
2024-06-07 19:30:00+00:00,2294.69,2295.41,2287.85,2287.85,78
2024-06-07 20:00:00+00:00,2288.59,2291.97,2286.0,2290.94,80
2024-06-07 20:30:00+00:00,2290.85,2294.15,2289.6,2293.51,78
2024-06-09 21:00:00+00:00,2293.51,2295.35,2293.51,2295.35,2
2024-06-09 22:00:00+00:00,2292.63,2295.63,2290.73,2293.54,65
2024-06-09 22:30:00+00:00,2294.26,2298.21,2293.95,2297.26,66
2024-06-09 23:00:00+00:00,2297.36,2298.78,2295.8,2298.28,65
2024-06-09 23:30:00+00:00,2298.72,2299.81,2297.4,2298.46,65
2024-06-10 00:00:00+00:00,2298.34,2299.63,2293.5,2295.39,79
2024-06-10 00:30:00+00:00,2295.69,2296.69,2294.0,2296.69,78
2024-06-10 01:00:00+00:00,2296.65,2296.84,2293.5,2295.16,82
2024-06-10 01:30:00+00:00,2294.78,2297.73,2294.48,2297.29,76
2024-06-10 02:00:00+00:00,2297.69,2299.85,2296.2,2298.81,81
2024-06-10 02:30:00+00:00,2298.67,2298.75,2294.8,2296.35,83
2024-06-10 03:00:00+00:00,2295.76,2297.58,2294.1,2296.4,81
2024-06-10 03:30:00+00:00,2296.45,2296.51,2294.8,2295.26,79
2024-06-10 04:00:00+00:00,2295.22,2295.53,2292.2,2295.1,81
2024-06-10 04:30:00+00:00,2294.88,2295.42,2293.0,2294.52,77
2024-06-10 05:00:00+00:00,2295.24,2295.62,2292.26,2295.08,79
2024-06-10 05:30:00+00:00,2295.37,2296.98,2294.6,2295.61,80
2024-06-10 06:00:00+00:00,2295.61,2296.36,2290.73,2290.73,77
2024-06-10 06:30:00+00:00,2290.54,2294.02,2287.74,2290.09,78
2024-06-10 07:00:00+00:00,2292.32,2296.33,2290.27,2295.8,78
2024-06-10 07:30:00+00:00,2295.1,2297.15,2294.1,2296.1,80
2024-06-10 08:00:00+00:00,2296.63,2297.3,2294.94,2294.94,79
2024-06-10 08:30:00+00:00,2295.66,2297.16,2292.65,2292.65,81
2024-06-10 09:00:00+00:00,2292.97,2296.5,2291.95,2296.03,78
2024-06-10 09:30:00+00:00,2296.29,2297.34,2294.6,2295.12,78
2024-06-10 10:00:00+00:00,2295.59,2297.35,2294.6,2296.08,78
2024-06-10 10:30:00+00:00,2296.3,2298.63,2295.1,2298.63,80
2024-06-10 11:00:00+00:00,2298.72,2300.81,2297.0,2298.78,79
2024-06-10 11:30:00+00:00,2298.72,2304.98,2298.72,2304.9,75
2024-06-10 12:00:00+00:00,2305.09,2308.39,2303.66,2306.89,79
2024-06-10 12:30:00+00:00,2307.13,2307.13,2304.81,2306.06,78
2024-06-10 13:00:00+00:00,2305.86,2307.64,2303.9,2304.01,77
2024-06-10 13:30:00+00:00,2303.41,2305.86,2300.48,2305.52,77
2024-06-10 14:00:00+00:00,2306.0,2306.0,2301.6,2303.67,78
2024-06-10 14:30:00+00:00,2303.49,2307.0,2302.4,2302.73,76
2024-06-10 15:00:00+00:00,2303.45,2305.99,2301.55,2304.26,77
2024-06-10 15:30:00+00:00,2304.36,2308.28,2303.0,2307.14,77
2024-06-10 16:00:00+00:00,2307.08,2312.77,2307.08,2312.4,78
2024-06-10 16:30:00+00:00,2311.81,2313.5,2310.24,2312.84,78
2024-06-10 17:00:00+00:00,2312.55,2313.06,2309.26,2309.26,78
2024-06-10 17:30:00+00:00,2309.92,2313.23,2309.35,2311.79,78
2024-06-10 18:00:00+00:00,2312.38,2312.38,2309.7,2310.72,79
2024-06-10 18:30:00+00:00,2310.91,2311.59,2309.93,2310.79,79
2024-06-10 19:00:00+00:00,2310.36,2312.0,2310.36,2311.18,78
2024-06-10 19:30:00+00:00,2311.49,2311.56,2308.73,2309.05,76
2024-06-10 20:00:00+00:00,2309.25,2310.05,2308.47,2309.72,75
2024-06-10 20:30:00+00:00,2309.76,2310.88,2308.6,2310.88,72
2024-06-10 21:00:00+00:00,2310.88,2310.88,2310.68,2310.68,2
2024-06-10 22:00:00+00:00,2311.96,2311.96,2309.4,2311.47,79
2024-06-10 22:30:00+00:00,2311.32,2311.47,2308.8,2309.68,78
2024-06-10 23:00:00+00:00,2309.65,2310.13,2308.4,2309.75,75
2024-06-10 23:30:00+00:00,2308.6,2310.32,2308.6,2309.88,80
2024-06-11 00:00:00+00:00,2310.0,2310.01,2308.7,2309.39,79
2024-06-11 00:30:00+00:00,2308.98,2311.79,2308.6,2311.43,84
2024-06-11 01:00:00+00:00,2309.54,2309.96,2304.46,2308.92,80
2024-06-11 01:30:00+00:00,2308.41,2309.2,2301.76,2302.51,77
2024-06-11 02:00:00+00:00,2302.49,2303.19,2298.81,2303.14,78
2024-06-11 02:30:00+00:00,2302.55,2303.41,2298.8,2302.0,77
2024-06-11 03:00:00+00:00,2301.05,2303.76,2300.89,2303.4,79
2024-06-11 03:30:00+00:00,2304.06,2304.07,2302.0,2303.95,80
2024-06-11 04:00:00+00:00,2303.46,2303.8,2302.16,2302.16,78
2024-06-11 04:30:00+00:00,2302.51,2303.81,2301.39,2303.39,77
2024-06-11 05:00:00+00:00,2303.38,2303.78,2301.01,2301.01,80
2024-06-11 05:30:00+00:00,2300.94,2301.27,2297.9,2299.49,77
2024-06-11 06:00:00+00:00,2299.9,2303.34,2298.76,2303.15,78
2024-06-11 06:30:00+00:00,2303.27,2304.48,2300.7,2302.13,84
2024-06-11 07:00:00+00:00,2302.29,2305.09,2301.73,2305.09,79
2024-06-11 07:30:00+00:00,2304.91,2305.09,2302.97,2304.23,78
2024-06-11 08:00:00+00:00,2304.4,2307.57,2302.8,2307.04,79
2024-06-11 08:30:00+00:00,2306.38,2307.24,2305.09,2306.55,78
2024-06-11 09:00:00+00:00,2306.1,2307.21,2302.29,2302.29,77
2024-06-11 09:30:00+00:00,2301.91,2306.61,2301.91,2306.28,78
2024-06-11 10:00:00+00:00,2306.74,2308.42,2304.5,2308.28,78
2024-06-11 10:30:00+00:00,2307.99,2308.73,2305.89,2307.73,78
2024-06-11 11:00:00+00:00,2306.93,2307.87,2305.2,2306.86,79
2024-06-11 11:30:00+00:00,2306.96,2307.52,2305.69,2307.38,79
2024-06-11 12:00:00+00:00,2306.84,2314.87,2306.84,2314.53,76
2024-06-11 12:30:00+00:00,2314.13,2319.75,2314.13,2317.85,78
2024-06-11 13:00:00+00:00,2317.6,2318.85,2311.93,2312.95,77
2024-06-11 13:30:00+00:00,2313.16,2314.8,2309.99,2314.44,79
2024-06-11 14:00:00+00:00,2315.44,2316.81,2312.79,2314.39,73
2024-06-11 14:30:00+00:00,2314.45,2317.1,2313.23,2314.82,78
2024-06-11 15:00:00+00:00,2314.39,2315.42,2311.16,2312.37,78
2024-06-11 15:30:00+00:00,2312.2,2314.17,2309.98,2309.98,75
2024-06-11 16:00:00+00:00,2310.36,2312.1,2306.83,2306.93,77
2024-06-11 16:30:00+00:00,2306.96,2308.9,2305.98,2308.39,77
2024-06-11 17:00:00+00:00,2308.78,2311.35,2307.81,2309.63,78
2024-06-11 17:30:00+00:00,2309.34,2313.28,2308.9,2313.07,79
2024-06-11 18:00:00+00:00,2312.78,2315.09,2312.36,2315.05,77
2024-06-11 18:30:00+00:00,2314.72,2315.29,2312.8,2313.45,78
2024-06-11 19:00:00+00:00,2313.44,2314.6,2313.44,2313.65,75
2024-06-11 19:30:00+00:00,2313.21,2315.38,2312.5,2315.33,78
2024-06-11 20:00:00+00:00,2315.1,2316.32,2314.72,2315.92,77
2024-06-11 20:30:00+00:00,2315.98,2316.68,2314.8,2316.38,76
2024-06-11 21:00:00+00:00,2316.38,2316.38,2316.21,2316.21,2
2024-06-11 22:00:00+00:00,2316.01,2316.38,2311.98,2315.08,73
2024-06-11 22:30:00+00:00,2315.46,2317.48,2314.95,2316.63,79
2024-06-11 23:00:00+00:00,2316.96,2317.06,2314.5,2315.86,78
2024-06-11 23:30:00+00:00,2315.86,2315.89,2313.3,2314.86,79
2024-06-12 00:00:00+00:00,2314.9,2315.46,2314.0,2314.5,74
2024-06-12 00:30:00+00:00,2314.93,2315.42,2312.7,2313.57,80
2024-06-12 01:00:00+00:00,2313.03,2313.57,2310.97,2311.73,78
2024-06-12 01:30:00+00:00,2311.98,2314.77,2310.99,2314.2,80
2024-06-12 02:00:00+00:00,2313.78,2315.22,2311.3,2314.91,81
2024-06-12 02:30:00+00:00,2314.8,2314.8,2311.19,2313.58,76
2024-06-12 03:00:00+00:00,2313.79,2316.05,2313.6,2315.86,78
2024-06-12 03:30:00+00:00,2315.47,2316.12,2313.73,2313.82,78
2024-06-12 04:00:00+00:00,2313.56,2314.25,2313.0,2313.84,81
2024-06-12 04:30:00+00:00,2314.13,2314.13,2312.2,2312.67,79
2024-06-12 05:00:00+00:00,2312.59,2313.3,2312.0,2313.23,76
2024-06-12 05:30:00+00:00,2313.21,2315.17,2312.66,2315.01,78
2024-06-12 06:00:00+00:00,2315.08,2317.29,2313.3,2315.81,77
2024-06-12 06:30:00+00:00,2316.12,2317.55,2314.63,2314.63,78
2024-06-12 07:00:00+00:00,2315.01,2315.3,2311.7,2312.51,79
2024-06-12 07:30:00+00:00,2312.4,2314.5,2311.19,2314.41,78
2024-06-12 08:00:00+00:00,2314.31,2315.64,2312.82,2312.82,77
2024-06-12 08:30:00+00:00,2312.87,2313.34,2310.88,2312.79,78
2024-06-12 09:00:00+00:00,2312.7,2315.28,2312.57,2314.67,76
2024-06-12 09:30:00+00:00,2314.63,2315.23,2311.7,2314.0,77
2024-06-12 10:00:00+00:00,2313.76,2314.32,2312.58,2313.76,77
2024-06-12 10:30:00+00:00,2313.65,2314.0,2312.5,2313.36,79
2024-06-12 11:00:00+00:00,2313.29,2314.38,2312.38,2313.96,78
2024-06-12 11:30:00+00:00,2313.82,2314.61,2311.9,2313.06,78
